doc_id,sent_id,sentence,token_count,char_count,rating,topic,topic_prob
2226,3,"Beim ersten Mal kam ich mit einer sehr akuten Sonnenallergie, die ich bis dato noch nie hatte und das auch sagte.",21,113,2.0,-1,0.0373303040484341
5356,4,"Ich bin überzeugt davon, dass ihm meine Genesung persönlich am Herzen liegt und dafür danke ich ihm.",17,100,2.0,-1,0.015736648109673637
1664,3,"Seine Kollegin, die mich überwiesen hatte, hat da wohl einen Fehler gemacht.",12,76,5.0,28,1.0
2318,2,Fühl mich sehr gut aufgehoben bei ihm.,7,38,1.0,5,1.0
598,5,Schade das solche Ärzte keine zeit mehr haben für Patienten...,10,62,5.0,-1,0.013767545697617362
7191,0,Schon an der Anmeldung wird man freundlich und kompetent in Empfang genommen und auch die weitere Betreuung durch die Mitarbeiterinnen ist jederzeit freundlich und gut organisiert.,26,180,2.0,-1,0.04341581799491376
4270,2,Frau Dr Lerpscher hingegen nahm sich sehr viel Zeit für mein Anliegen und die Beratung.,15,87,1.0,2,0.12008435033693923
67,0,"Brede ist kein Plappermäulchen, antwortet aber auf Fragen oder Hinweise gern ausführlicher.",12,91,2.0,-1,0.05495771280649354
1456,2,Als Selbstzahler kam er uns bei ein paar Sachen sehr entgegen und hatte Verständnis für die finanzielle Situation.,18,114,2.0,-1,0.053422764296874294
3294,1,"Die Krankheitsprobleme der Patientin interessieren Ihm kaum, nimmt sich sehr wenig Zeit.",12,88,6.0,2,0.5242833576125452
7328,0,"Sehr kompetente Behandlung, besonders für Angstpatienten zu empfehlen - Hypnose und Behandlung unter Lachgas, aber leider sehr wenig Zeit, um den Arzt Fragen zu stellen.",25,169,2.0,-1,0.05330140576354058
2912,0,"Wenn schon die Sehstärke meines Sohnes gemessen wird, möchte ich als Mutter auch darüber informiert werden.",16,107,4.0,-1,0.03605503518004555
4960,3,"War erstaunt, dass er untersuchte und sofort wusste, was Sache ist.",11,67,2.0,-1,0.011399298970157455
6631,6,Keine Besserung in Sicht - darum Good bye.,8,42,3.0,-1,0.028808883456124933
2927,0,"Leute, bringt ein wenig Zeit, Ruhr und Gelassenheit und vielleicht eine richtige Zeitung (keine Bild, etc.) mit.",17,112,6.0,-1,0.14958881669100543
5339,0,"Also, ich möchte mich für die super freundliche und schnelle kompetente Behandlung ganz herzlich bedanken.",15,106,1.0,-1,0.007172779753928496
1841,10,"Sie sagten mir, ich könne kommen und es abholen.",9,48,6.0,-1,0.019355037212583154
2967,5,Sie hatte den Wurzelkanal perforiert Und das Füllmaterial befand sich im Oberkiefer .,13,85,6.0,-1,0.11682756183393157
5763,2,Belzer würde ich keinem weiter empfehlen die Aufklärung ist auch ganz schlecht.,12,79,6.0,-1,0.02590413472516095
2121,1,Aber leider nimmt sie sich überhaupt keine Zeit für den Patienten.,11,66,5.0,2,0.1409906779342273
4412,4,Naja aber wie gesagt die Praxis ist insgesamt toll!,9,51,5.0,-1,0.009399580047608547
5027,2,Als Privatpatient hatte ich irgendwann das Gefühl ausgenommen zu werden.,10,72,4.0,-1,0.013817738101998702
2396,2,Deshalb schon bei einige Ärzten und habe viele Untersuchungen über mich ergehen lassen.,13,87,6.0,-1,0.03547373170994649
6300,2,"Ultraschall sollte sein, kostete Geld - obwohl dieses bei meiner Nachfrage bei der Krankenkasse - nicht nötig wäre.",18,115,4.0,-1,0.027008908019477248
7482,4,"Der Zahnarzt, den ich deshalb am Urlaubsort konsultiert habe meinte: Der Zahnersatz sei Pfusch, die Bruecke, koenne gar nicht halten.",20,133,3.0,0,0.1311762737509547
2579,0,"Erst hatte ich ja volles Vertrauen,daß mein langjähriger Hausarzt,einen würdigen Nachfolger gewählt hat,aber nach 3 Besuchen reichte mir diese Inkompetenz dieses Arztes.",22,169,6.0,-1,0.16628583633275237
2811,3,"Schmerzen die an meine Grenzen gingen - Anruf bei dr Becker - Ja sie können ohne Termin kommen, müssen aber einige Wartezeit in Kauf nehmen.",25,140,2.0,-1,0.11906635216932715
3242,0,"Man ruft in der Sprechzeit an und hört nur eine Anrufbeantworterstimme die, die Öffnungszeiten wiederholt.",15,106,3.0,-1,0.07438313503680152
6495,7,Gott seid dank gibt es in der Nähe fachlich und menschlich bessere Ärzte.,13,73,6.0,-1,0.031583206072222356
4974,1,Leider hat sich das im Lauf des letzten Jahres total gewandelt.,11,63,5.0,-1,0.2085235777864397
3100,0,Ich Tochter und Sohn waren wir da er schreit meine Tochter an weil sie ihre Hände waschen wollte und den Armaturen angefasst hat.,23,129,6.0,0,0.26259145252715677
1456,3,"Die Termine sind wirklich sehr eng getaktet und gerade als KiWu-Patient wünscht man sich nicht so ""abgefertigt"" zu werden.",19,122,2.0,-1,0.031300682739839186
1647,1,Nun wo meine Behandlung abgeschlossen ist kann ich diese voll und ganz weiter geben.,14,84,1.0,-1,0.05612307405944604
4097,5,"Auch die Wartezeiten sind sehr moderat, einen Termin habe ich innerhalb von 3 Tagen bekommen.",15,93,1.0,-1,0.05399175506344108
4011,3,Graebner wimmelt ab und Fr.,5,27,4.0,-1,0.009879527260796774
1442,4,Moers hier mit meine Anerkennung für sein gesamte Arbeit und seine sehr schöne Praxis abgeben.,15,94,1.0,-1,0.01803451247510712
5719,12,"Im Nachhinein bin ich froh, rausgeworfen worden zu sein.",9,56,5.0,19,0.20240090919242884
4666,2,"Der Kostervorschlag erklärte die überteuerte Einrichtung und die Lage..ich mag elegante Einrichtung, aber wenn ich dafür bezahle, dann für mich.",20,144,3.0,-1,0.06366250083642436
3510,14,"Schmickler ist eine sehr gute Ärztin die ihren Beruf ernst nimmt, kompetent und menschlich.",14,91,1.0,2,0.27963305761465174
3414,3,Dann wurde mir noch ein Rezept in die Hand gedrückt- ''hat keine Nebenwirkungen''.,13,82,4.0,0,0.17966428617238625
3902,0,Ich wurde von Herrn Dr.,5,23,1.0,8,0.6543149724614118
2810,1,Das bedeutet wir sollen vier mal im Jahr zu dieser Praxis kommen damit sie pro Besuch ihr Geld bekommt ob sie uns untersucht oder nur die Unterschrift für ein Rezept leistet.,31,174,4.0,-1,0.15624101412406488
2980,4,"Zumal Sie überhaupt weder vital noch gesund aussehen, verstehen Sie?",10,68,6.0,-1,0.011806508933591317
1480,0,"Ich habe 1.5 Stunden im Flur verbracht,obwohl ich den Termin hatte und die Praxis fast leer war!!",17,97,3.0,-1,0.025033802562083787
941,1,Köhler zu einem Termin wegen einer auffälligen Beule am Rücken.,10,63,5.0,-1,0.32853404242029033
3199,0,Ich muss leider die Kompetenz ernsthaft in Frage stellen.,9,57,4.0,-1,0.012769930840301097
2586,5,Bereits am nächsten Tag war ich beschwerdefrei dank der schnellen Diagnose und Therapie.,13,88,1.0,-1,0.06124697788636017
2032,0,"Mit der Betreuung der Ärztin war ich zufrieden, obwohl mir das Gefühl vermittelt wurde schnell wieder raus gehen zu müssen.",20,123,3.0,-1,0.1648330774387876
2965,4,"Meine Vermutung: durch diese Praxis sollen Kassenpatienten abgeschreckt werden und erst recht die, die keine IGL Leistungen wahrgenommen haben.",19,143,2.0,-1,0.066052106677581
4580,1,Bin froh mir diese Praxis ausgesucht zu haben!,8,46,1.0,-1,0.021517463969558313
3950,19,"Kommt einem wieder eine Welle an Verständnislosigkeit und Patzigkeit entgegen. ""Machen sie das doch!",14,100,4.0,-1,0.04461246017357976
4746,2,Nun benötigte ich jetzt einen Termin wegen Problemen mit den Augen.,11,67,6.0,-1,0.06986250674186029
2158,4,"Ich wurde über meinen Eigenteil für Vitamin D informiert, jedoch war von Kosten für Vitamin B12 keine Rede.",18,107,4.0,-1,0.0757412543381426
7130,3,Mein Baby wurde nur oberflächlich angesehen und die Ärztin hastete zum nächsten Patienten.,13,90,5.0,-1,0.20503942406311965
1322,1,Was für Kinder sehr wichtig ist meines Erachtens!!!,8,51,4.0,-1,0.010466109627416838
4606,5,Sie gibt Infos zeitnah weiter und kümmert sich um Folgebehandlungen.,10,68,1.0,2,0.07323047030564327
3625,0,"Die Erreichbarkeit mit den öffentlichen Verkehrsmitteln ist 1A, da direkt an der Praxis eine primäre Straßenbahnlinie im 3-6 Minuten Takt fährt, gibt es da keine Probleme.",26,171,2.0,-1,0.07320016470478961
2802,1,"Die Ärztin ist ruppig, gefühlskalt und unangenehm.",7,50,6.0,6,1.0
3415,0,Ich war mit den bisherigen Behandlungen immer sehr zufrieden.,9,61,2.0,11,0.30521045260687585
4131,1,"Nur sein Wissen hat einen Wert, alles anders wie zbs.",10,53,5.0,-1,0.009962646007564819
1422,0,"Meine telefonische Terminanfrage am 28.01.2010, für einen Nachmittagstermin, wurde mit dem 31.05.2010 bestätigt.",13,112,2.0,-1,0.016934582124921903
6331,1,Schmidt - Terminvereinbarung durch Hausarzt erfolgte sehr schnell - Vorstellung mit Hexenschuss inkl.,13,101,6.0,-1,0.01191787650472858
4711,18,Hören kann ich jedoch schlecht.,5,31,6.0,-1,0.09252715169715889
1431,0,Ein Blick auf mein Geburtsjahr und die Diagnose stand fest.,10,59,4.0,-1,0.06564998350487589
3148,1,Mertes kann ich absolut nicht nachvollziehen.,6,45,2.0,34,0.4597936924670243
1932,0,"Ärztin ist distanziert, unfreundlich man fühlt sich nicht gut aufgehoben.",10,73,6.0,5,0.06916613501477495
4630,2,Ich bin ihr unendlich dankbar!,5,30,1.0,-1,0.06218134279655055
1221,1,"Er war nicht nur sehr einfühlsam und gründlich, sondern hat auch peinlichst auf die Schweigepflicht geachtet und meine Mutter gefragt, ob er mir Auskunft geben darf.",26,165,1.0,-1,0.057100203794202
471,0,"Zystektomie- Zystenentferhung: Tolle Betreuung, super Aufklärung, sehr gute Behandlung.... man fühlt sich sehr gut aufgehoben.",15,126,1.0,14,0.20580754512624164
7036,6,Die Preise dafür sind gepfeffert.,5,33,5.0,-1,0.010768422546214042
3639,7,"Da ich Anfangs von ihr schwärmte, kann ich jetzt nur sagen: geht selber hin und testet.",16,87,3.0,0,0.24605586240898514
6536,0,"Die Ärztin geht leider nicht auf Sorgen und Probleme weiter ein, ein Vertrauensverhältnis besteht eigentlich gar nicht.",17,119,5.0,-1,0.08658414195587186
6122,2,"Auch bei mir ein flapsiges ""Was kann ich für dich tun?"", noch bevor ich überhaupt auf dem Stuhl saß.",19,100,5.0,-1,0.17272967474426093
2102,0,Sehr kompetente und freundliche Ärztin!,5,39,1.0,38,0.24281710354343516
1328,0,Herr Schwemm-Schiffler ist ein sehr einfühlsamer und kompetenter Arzt.,9,70,1.0,30,0.6604436279939664
759,3,Diese praxis kann ich sehr empfehlen.es ist so wichtig bei dieser Diagnose einen ort zu haben wo man gern hingeht.,20,114,1.0,-1,0.05339150914966662
7683,18,Leider belegte ich ihr doch anderes.,6,36,4.0,-1,0.030877835608565527
3663,1,"Ich habe einen schwankenen Bluthochdruck, wo ich 3 verschiedene Tabletten nehmen sollte.",12,88,4.0,-1,0.0159697455784298
3713,4,Fragen und Bedenken konnte man nur per Email äußern.,9,52,3.0,-1,0.01702691847015896
892,3,Vor Ort wurde ich von einer freundlichen Mitarbeiterin empfangen und nach kaum nennenswerter Wartezeit war ich auch schon im Gespräch mit Dr.,22,141,1.0,-1,0.006933922265014652
2859,2,"Ich hatte ihn konsultiert, weil mein linkes Auge ""flatterte"".",9,61,5.0,-1,0.03953965871172562
1614,1,Als privater Patient wird man zuerst mal durch alle Untersuchungen geschickt.,11,77,5.0,-1,0.09886782044040941
1787,10,Zusammengefasst: Ich kann diesen Artzt nur weiterempfehlen.,7,59,1.0,9,0.4537722595416119
7186,0,"Bereits bei der Vermessung der Augen, stellte die Assistentin nicht einmal fest, dass ich zu diesem Zeitpunkt Kontaktlinsen trug.",19,129,6.0,-1,0.03797929827251862
5369,3,Auf der Suche nach einer Ärztin in der Nähe und auf Empfehlung einer Freundin fand ich dieses freundliche Praxisteam.,19,117,1.0,-1,0.05233348446165838
7432,5,"Sehr zu empfehlen, immer gerne wieder.",6,38,1.0,-1,0.008188892493167678
4856,3,Im Ton und in den Rückmeldungen.,6,32,4.0,8,0.18090733563672232
183,1,Vielen Dank für die problemlose und kompetente sowie zu jeder Zeit sehr sehr freundliche Behandlung !,16,101,1.0,-1,0.05733386397567637
3652,1,Vereinbart war das mein Miniskus angenäht wird.,7,47,3.0,-1,0.02744040416703154
160,4,Für mich total inkompetent.mehr wie lächeln ist an Professionalität nicht zuerwarte,11,83,3.0,-1,0.03487959687043941
3982,3,Haaken und sein Team sind sehr kompetent und äußert freundlich und entgegen kommend!,13,84,1.0,3,0.2905092463229043
1237,0,"Leberfleckcheck bei meiner Tochter (14) wurde mit "" ...ja, los...ausziehen.."" und ""...ich habe ein Problem, draussen warten noch mehr Patienten...!"" kommentiert.",21,161,6.0,-1,0.05141155603128559
5505,0,"Dr. hat mir alles sachlich und ruhig erklärt, hat meine Sorgen ernst genommen.",13,78,2.0,2,0.07376663790294166
6789,2,"Thiel auch während der Untersuchung immer wieder erklärt, was sie gerade macht und warum, aber auch was zu sehen ist und was man bzw. sie daraus schließt.",27,154,1.0,-1,0.09292362853204951
4697,14,Diese Bewertung hat leider wenig mit Herrn Dr.,8,46,2.0,-1,0.01305475627976651
1871,5,Büchner war und Sie hat ebenfalls ein ähnliches Knieproblem und bekam sofort eine Überweisung.,14,94,5.0,-1,0.08353688598127745
4275,0,"Sehr kompetente, freundliche Ärztin, ich kann Frau Dr.",8,54,2.0,38,0.3724059998344424
1491,3,"O-Ton: ""das haben Sie gerade aber noch nicht gesagt"" oder ""von einem Druck haben Sie vorhin aber nicht gesprochen"".",19,115,5.0,-1,0.09680442979757518
3117,10,Hat tatsächlich ein Arzt auf meine Angaben geschaut ?,9,53,6.0,-1,0.02361650404233924
7759,2,"Keine Begrüßung,unfreundliche Art und Weise,geht nicht auf die Eltern ein,wird noch unfreundlicher wenn man nicht mit seiner Meinung einverstanden ist bzw.diese hinterfragt.",22,173,4.0,-1,0.033928860496846514
599,13,"Ich fragte wie es mit einem Bluttest wegen Borreliose aussieht, nö das ist nicht notwendig.",15,91,6.0,4,0.05389339561068955
1028,5,Bei Urlaub wird an der Eingangstür eine andere Allgemeinärztin in der Nähe als Vertretung ausgewiesen.,15,102,2.0,-1,0.07112171047196653
3165,3,Termin zur Nachbehandlung wurde telefonisch vereinbart.,6,55,2.0,13,1.0
4824,5,Kommen mit Schmerzen und werden weggeschickt.,6,45,2.0,-1,0.009499811159747835
3995,10,"Ich fühlte mich von den guten Mann richtig verarscht, jedesmal kam er hielt mir den gleichen Vortrag und verschwand nach 2 min. wieder.",23,135,5.0,0,0.19032251893740187
2576,3,"Da die Helferinnen einen dermaßen ""guten"" Ersteindruck hinterlassen haben, werde ich in dieser Praxis definitiv keine Patientin!",17,128,6.0,-1,0.046297721635018114
7475,4,"Ultraschall Untersuchungen sind meistens 2 Minuten , Hauptsache man hat einen fein diagnostiker , welch eine unlogik und frechheit.",19,131,6.0,0,0.12496819682579557
595,17,Ein solches Verhalten haben Ärzte vielleicht in Ihren Kindertagen Kindern gegenüber an den Tag gelegt.,15,102,6.0,-1,0.045556061581309176
4303,2,"Praxis ist krank, vorübergehend geschlossen, wieder krank.",7,58,4.0,-1,0.012783448287472599
2300,9,"Die Behandlung selbst war etwas unangenehm weil ich die Geräusche des Knochenbohrers hörte, aber absolut schmerzfrei.",16,117,1.0,-1,0.06321516573899572
558,0,Struck ist im Gegensatz zu seinem Vorgänger Herrn Kugland ein stehts freundlicher und kompetenter Arzt.,15,103,2.0,-1,0.10650541398935344
5308,1,"Ugurlu operieren lassen, leider ohne Erfolg, ich frage mich was er überhaupt gemacht hat?",14,89,5.0,-1,0.01433554874393125
1248,3,"Das Ende vom Lied: Ich bin immer noch krank und wurde es noch mehr, obwohl ich mich an seine ""Anweisung"" gehalten habe.",22,119,4.0,0,0.11608014846252764
3640,5,"Assistentin und Arzt schauten heraus und fragten, wieso ich klingelte.",10,70,4.0,0,0.18615028036160405
3504,1,Ich solle einen regulären Termin machen.,6,40,5.0,39,0.28007671063905737
4427,14,"Eine Ansatzanomalie der Nabelschnur, die genau beim zweiten Screening zu sehen ist, wie alle anderen Ärzte und mehrere wissenschaftliche Artikeln meinen.",21,153,4.0,-1,0.0960869269597673
3969,12,"Als ich gefragt wurde, wie es war bzw. wie es mir geht danach, habe ich ganz ehrlich gesagt, dass es nicht gut war, da ich mir u.a. die Nadeln selbst entfernen musste.",32,167,6.0,-1,0.04372705767500617
4672,0,Leider wurde ich trotz durchgehend guter Bewertungen sehr enttäuscht.,9,69,4.0,10,0.1290787311725885
995,7,"Als der Arzt dann endlich kam und mein Patientenprofil im Computer aufrief, stellte er fest, dass die Eintragungen der Sprechstundenhilfe nicht korrekt sind und der Datenabgleich fand erneut statt, nicht ohne sich, in meinem Beisein, verbal über die Unzulänglichkeiten der Sprechstundenhilfe aus zu lassen.",44,306,4.0,-1,0.11053978407624626
1279,4,"Obwohl ich deutlich gesagt habe, dass es sich anders anfühlt und ich bereits allergisch auf diese Präparate reagiert habe!",19,122,3.0,-1,0.02984327139162407
1801,3,Und wieso wollen Sie das denn Wissen?,7,37,6.0,-1,0.010252848932314896
4427,15,"Die Zeit, diese Frage zu forschen, hatten wir genug.",9,52,4.0,-1,0.037646497669686994
5407,0,Ich bin damals durch meinen Umzug nach Köln zu Frau Dr.,11,55,5.0,-1,0.17706497377031638
6987,4,Da sollte man als Patient lieber 2 Mal nachfragen und schauen.,11,62,1.0,-1,0.019845000768707977
2072,2,"Fragen werden von ihm fachlich, sachlich gut beantwortet, man verlaesst seine praxis nie mit einem Fragezeichen ueber dem Kopf.",19,127,2.0,-1,0.1483768142258167
6931,6,"Das ist meine Meinung, ich möchte niemanden nahe treten, aber so habe ich es erlebt und ich habe mir inzwischen einen anderen Hausarzt gesucht, der auch auf meine Probleme und Gesundheit eingeht, ohne mir sofort Antibiotika verschreiben zu müssen!",39,247,4.0,-1,0.03627761818688784
107,4,"Seine Assistentinnen sind unglaublich zuvorkommend, liebevoll und herzlich.",8,75,1.0,3,0.2000558185707101
4972,0,Die Ärztin ist meines Erachtens sehr kühl und distanziert und nimmt sich extrem wenig Zeit.,15,91,5.0,2,0.39339443701165927
526,0,"Catala hat eine Fraktur entdeckt, die andere Orthopäden vorher nicht gesehen haben.",12,83,1.0,-1,0.14494842671058086
2078,1,"Das nächste Mal, wenn es eins geben sollte, werde ich ohne Termin warten, dann ist die Enttäuschung nicht so hoch.",20,114,3.0,-1,0.08151289457955752
4962,3,"Kann mir beim besten Willen nicht vorstellen, dass so eine korrekte Diagnose immer gewährleistet ist.",15,101,6.0,-1,0.027736047186453172
1167,0,Fühle mich immer sehr wohl.,5,27,1.0,5,1.0
4427,10,"Das wichtigste für uns war, dass unser Baby gesund ist.",10,55,4.0,-1,0.01381351832166315
5087,1,Eck der erste Urologe der nach der Ursache forschte und sie auch herausfand.,13,76,1.0,-1,0.029972996653396453
620,3,"Aus diesem Grund bat ich telefonisch um eine Krankschrift, welche mir persönlich zugestellt werden sollte, damit ich diese fristgemäß bei meinem Arbeitgeber abgeben kann.",24,170,4.0,-1,0.10376225518833669
3838,4,Die hat mir aber nicht geholfen.,6,32,2.0,25,1.0
1167,1,"Herr Breuer nimmt einen stets ernst, ist immer sehr freundlich und meines Erachtens ein absolut vertrauenswürdiger , erfahrener Arzt und Diagnostiker.",21,150,1.0,-1,0.024530714513611065
4179,0,"Ich war in 2 Andere Praxen, hab jeweils 1-2 Stunden für eine Untersuchung gewartet.",14,83,2.0,7,0.13098102395326583
3348,0,"Die Untersuchung läuft sehr ""unterkühlt"" ab.",6,44,3.0,-1,0.038589036503081695
1096,1,Die Untersuchungen sind sehr ausführlich und gründlich ebenso die Besprechung...,10,80,1.0,-1,0.015427862133130082
7158,6,Dieser Mann ist das letzte.,5,27,6.0,-1,0.1359843440920143
3357,2,Die Kombination aus der Schulmedizin und Naturheilkunde macht diese Ärztin für uns zum Top-Favorit.,14,99,1.0,-1,0.05810891126357357
238,4,"Laute selbst ist ein sehr freundlicher, und sicher auch sehr kompetenter Mann.",12,78,3.0,30,1.0
2099,4,Besenreiser wären ein kosmetisches Problem.,5,43,4.0,-1,0.05756859292615426
665,4,"Die Ärztin hat sich zwar nicht stören lassen, ich fand das Verhalten aber nervig und unverschämt.",16,97,4.0,-1,0.015171162136900793
4944,0,"verschreibt gerne privatrezepte (grüne), vorne wird man angelogen (ist mir schon 2mal passiert), 1mal hatte ich richtige Schmerzen, trotzdem über 1 stunde wartezeit.",23,165,2.0,-1,0.12394636308239954
7468,0,"Der Arzt sehr pberheblich mehr als unverschämt zu Patienten so wie zu Mitarbeitern, Eheprobleme werden auch vor den Patienten ausgelebt.",20,136,6.0,6,0.07559793786511242
7367,0,"sehr gut organisierte Praxis, Terminzusagen werden eingehalten, sehr freundliches Personal, gute Betreuung",12,106,2.0,14,0.3311069398215637
3052,0,Nimmt sich Zeit für seine Patienten und ist sehr kompetent.,10,59,2.0,2,0.3496581160186036
4165,0,In der offenen Sprechstunde am Vormittag wirkten Frau Holzhüter und ihre Helferinnen viel freundlicher auf mich als bei einem Termin am Nachmittag.,22,147,5.0,-1,0.08649692565221427
585,1,"Allerdings fühle ich mich bei Ihr weniger als Patient denn als Objekt auf einem Fließband, das auch noch hinterfragt und sich nicht bevormunden lässt.",24,150,3.0,-1,0.06805315763458973
7,0,Ich bin jetzt seit ca.,5,22,2.0,-1,0.15328164439760092
7086,2,"Man hat schon Angst zu erzählen wenn man irgendwelche Auffälligkeiten an sich bemerkt, da bekommt die Liebe Dr.",18,111,6.0,0,0.2802288091483959
740,0,Wegen fehlender Alternativen im Umkreis keine andere Wahl.,8,58,3.0,-1,0.11683210417720602
1991,2,Ob nur Privatpatienten besser behandelt werden? oder nur Männern?,9,65,3.0,-1,0.013800328326353943
3558,2,Trotz hoher Auslastung an diesem Tag konnte ich im Wartezimmer Platz nehmen.,12,76,4.0,7,0.10657968224179543
1903,0,Ich bin total zufrieden mit Dr.,6,31,1.0,11,0.20672205184093737
4681,5,"Nach einigem hin und her musste ich vor der Praxis warten bis sie dann raus kam und mir nochmals sehr Pampig einen Zettel in die Hand drückte und sagte: ""Sie haben nur eine leichte Hausstauballergie!"" Und dann verschwand sie wieder in der Praxis.",43,246,4.0,0,0.3563580007976136
6828,2,Und er hat auch ein paar auf Lager....,8,38,2.0,28,1.0
3094,2,Außerdem war sie sehr grob und unfreundlich.,7,44,6.0,6,1.0
5629,4,Roggenstroh aber kam und dafür bin ich ihm sehr dankbar.,10,56,2.0,0,0.11446992808706472
5946,1,Gute Aufklärung zur Wirkungsweise / auch Wechselwirkungen der Medikamente,9,73,1.0,-1,0.05721185578294714
6604,4,"Ich erhielt eine Verordnung für eine Bandage (nach 2 Monaten Rückenschmerzen!), ein Rezept für Schmerzmittel, 10 Akupunkturtermine und Kortisonspritzen.",19,152,5.0,-1,0.1039842867724454
2,4,"Deswegen wenn Ihr krank seit und sucht ein Arzt zum Arzneimittel und Diagnose, lieber jemanden anderen suchen.",17,110,2.0,-1,0.03323697287036386
4292,1,Vielleicht sollten sie mehr zeit für ihre Patienten nehmen.,9,59,2.0,2,0.32241800212417043
4839,3,Bis ich auf die Praxis von Herrn Berg aufmerksam gemacht wurde.,11,63,1.0,-1,0.16496082321467292
3435,4,"Vorne waren sie sehr kurz, sagten, sie kennen keine Ergotherapie in der Nähe und ich soll selber suchen, hatten kein Telefonbuch um zu schauen und wollten mich so schnell wie möglich los werden.",33,194,6.0,0,1.0
7310,0,"Konnte vor der Op meinen Arm kaum Bewegen ,nach Op überhaupt keine Schmerzen.",13,77,1.0,-1,0.06969956100295124
3358,3,"Nach einem kurzen Blick auf das Ultraschallbild, mit der Frage ob ich evtl schwanger sein könnte, saß ich schon wieder im Sprechzimmer.",22,135,3.0,0,0.21227682553075744
1044,2,Ich habe sie als Ärztin überall weiter empfohlen.,8,49,5.0,-1,0.01015800972926625
1704,9,"Langhauser argumentieren, dass die Schmerzen nicht als Indikator für den Erfolg oder Miserfolg einer Behandlung zu sehen sei.",18,125,5.0,-1,0.08135796916442968
2653,0,Die OP ist bestens verlaufen.,5,29,1.0,10,0.1284929084639642
3323,4,Und so gilt das für jeden Tag!,7,30,5.0,-1,0.06080891893154687
3467,7,Ich hoffe ich konnte damit etwas helfen.,7,40,2.0,-1,0.07864851892628989
1568,0,Seit klein auf bin ich Patientin von Dr Sörgel und ich war stets zufrieden!,14,75,1.0,-1,0.10854174292287219
3986,5,"Ortmann und ein anderer Arzt haben ihre Praxen zusammen gelegt und ich meine, dass ab da alles schlechter wurde.",19,112,5.0,-1,0.11380434364630683
18,0,Problemlose Terminvereinbarung per Internet für den nächsten Tag.,8,65,2.0,13,0.20364266008929516
6193,16,"Er wollte sich schon fast verabschieden, da habe ich Ihn an den zweiten Grund meines Besuches erinnern müssen( ein akuter Banscheibenvorfall).",21,142,5.0,-1,0.057535693108211695
7876,0,"Die professionelle Behandlung, auch durch die Mitarbeiterinnen, ist sehr gut, aber es fehlt an persönlicher Zuwendungt, was den Praxisbesuch nicht wirklich angenehm macht.",23,171,2.0,-1,0.022543905970503438
1926,6,Darum verzichte ich auf eine weitere Behandlung durch diesen Arzt.,10,66,6.0,-1,0.025919063041872772
2967,3,Ich rief in der Praxis an und bekam die Antwort von der Zahnärztin das würde schon wieder vergehen.,18,99,6.0,-1,0.10640027393248207
4447,7,Die Behandlung ist im Übrigen maximal Mittelmäßig.,7,50,5.0,10,0.05806358394964693
3037,8,Die Sehne musste entfernt und neu vernäht werden.,8,49,1.0,-1,0.10405040709929389
137,4,Ich werde daher keinen Fuß mehr in diese Praxis setzen.,10,55,5.0,12,0.16223343576793772
5526,2,"Wer wirklich schmerzen hat und eine Behandlung benötigt, muss zwingend woanders hin!",12,84,6.0,-1,0.12141430503328039
2844,1,"Erst Antibiotka, Tage danach erst die erwünschte Urinuntersuchung.",8,66,5.0,-1,0.1356373912350468
2865,3,"Unverschämt, unmenschlich, unhöflich *einfach nur sauer*",6,56,6.0,6,0.32239116606850254
6897,4,Aber der Mensch ist keine Maschine und ich soll die Tropfen jetzt einfach nehmen.,14,81,5.0,-1,0.050054853548744366
6538,3,Er hat während der Untersuchung kein einziges Wort mit meinem 1 Jährigen Kind gesprochen.,14,89,6.0,-1,0.011613245464713562
3889,4,"Als ich fragte meinte sie, dass eine !!!",8,40,6.0,-1,0.15179680527935313
3970,2,Hier ist nur Platz für Frauen ohne Probleme.,8,44,5.0,-1,0.03589542469731753
1135,0,Ärztin hörte sich kurz denGrund an und schaute dann 2 Sek in seinen Mund einmal kurz iihh sagen und dann der Hammer.,22,116,6.0,0,0.2586816475732931
574,1,"Genau für alles das richtige Maß für mich, was man gerade als Privatpatient nicht so oft findet.",17,96,1.0,-1,0.040953009467630634
60,4,Bei Notfällen wird man auch immer zwischen geschoben und selbst da hat sie Zeit für einen..,16,91,2.0,-1,0.45028757766474975
3860,0,ein wirklich netter Arzt der sich auch Zeit nimmt für einen das muss gesagt sein :) Ich weis nicht ganz wie ich die Behandlung bewerten soll.,26,141,3.0,-1,0.1879930164463145
2659,5,Dafür bin ich sehr dankbar!,5,27,1.0,-1,0.053174057764440286
7108,0,Kurz bevor ich zu meinem ersten Termin musste bei Frau Dr.,11,58,2.0,18,0.421466774654913
4981,5,"Schütte, sondern mit einer anderen dort arbeitenden Person",8,58,3.0,-1,0.10830208545461775
7056,3,"Von einem Mittel wurde mir nicht der Name genannt, da ich es nicht in der Praxis kaufen wollte",18,94,5.0,-1,0.012870878639105236
3867,2,"Er hinterfragt und gibt sehr viel Informationen, damit man weiß was man genau hat und er erklärt auch, wie man sich verhalten muss, dass man wieder gesund wird.",28,160,1.0,-1,0.04092543306635952
206,0,"Ich war mit der Behandlung (Implantat) sehr zufrieden, Danke dafür",10,66,1.0,-1,0.008522390363638553
